account_value,datadate,daily_return,Date
1398996.4795271608,20180328,-0.0022039931231757626,2018-03-28
1420425.9425145222,20180329,0.015317739037202127,2018-03-29
1389060.166421368,20180402,-0.02208195102211996,2018-04-02
1406811.584298812,20180403,0.012779444912870197,2018-04-03
1418952.8452125352,20180404,0.008630339022815736,2018-04-04
1418952.8452125352,20180405,0.0,2018-04-05
1403533.2724812464,20180406,-0.010866867622355225,2018-04-06
1407879.24891011,20180409,0.0030964541518709865,2018-04-09
1436531.3507686371,20180410,0.020351249498639756,2018-04-10
1424019.353111561,20180411,-0.008709867452862396,2018-04-11
1442890.8401541996,20180412,0.01325226865871132,2018-04-12
1437545.2351644668,20180413,-0.003704788221651989,2018-04-13
1452356.8278853185,20180416,0.010303392448834714,2018-04-16
1469300.1544693059,20180417,0.011666090769619997,2018-04-17
1461493.47982424,20180418,-0.005313192557231727,2018-04-18
1457916.5672565275,20180419,-0.002447436555202964,2018-04-19
1456458.6567606004,20180420,-0.0009999958356126104,2018-04-20
1456458.6567606004,20180423,0.0,2018-04-23
1456458.6567606004,20180424,0.0,2018-04-24
1456458.6567606004,20180425,0.0,2018-04-25
1456458.6567606004,20180426,0.0,2018-04-26
1456458.6567606004,20180427,0.0,2018-04-27
1456458.6567606004,20180430,0.0,2018-04-30
1456458.6567606004,20180501,0.0,2018-05-01
1456458.6567606004,20180502,0.0,2018-05-02
1456458.6567606004,20180503,0.0,2018-05-03
1456458.6567606004,20180504,0.0,2018-05-04
1456458.6567606004,20180507,0.0,2018-05-07
1456458.6567606004,20180508,0.0,2018-05-08
1456458.6567606004,20180509,0.0,2018-05-09
1456458.6567606004,20180510,0.0,2018-05-10
1456458.6567606004,20180511,0.0,2018-05-11
1456458.6567606004,20180514,0.0,2018-05-14
1456458.6567606004,20180515,0.0,2018-05-15
1457262.1714979662,20180516,0.0005516907284912609,2018-05-16
1457101.0379327175,20180517,-0.00011057280453730112,2018-05-17
1456565.173077526,20180518,-0.00036776094535739823,2018-05-18
1459322.604221834,20180521,0.0018931052281594418,2018-05-21
1456463.6278801053,20180522,-0.001959111942388736,2018-05-22
1457490.6515168094,20180523,0.0007051488393148286,2018-05-23
1453125.8895457448,20180524,-0.002994710097469322,2018-05-24
1449713.9053748106,20180525,-0.00234803068026046,2018-05-25
1435992.501958433,20180529,-0.009464904327333379,2018-05-29
1452526.2974800281,20180530,0.011513845301452497,2018-05-30
1437321.590835081,20180531,-0.01046776686337847,2018-05-31
1451171.2876946155,20180601,0.009635767630463254,2018-06-01
1458495.8554608664,20180604,0.005047348874912538,2018-06-04
1458694.231972519,20180605,0.00013601445003086354,2018-06-05
1473222.4727398974,20180606,0.00995975746591693,2018-06-06
1477293.2851858712,20180607,0.0027632027893267352,2018-06-07
1478039.8300823148,20180608,0.0005053464358972803,2018-06-08
1481037.6792016882,20180611,0.0020282600362713232,2018-06-11
1482688.8627061604,20180612,0.0011148828471145844,2018-06-12
1475972.4046441976,20180613,-0.004529917389211491,2018-06-13
1473177.993199294,20180614,-0.0018932680828658288,2018-06-14
1466347.5282732998,20180615,-0.004636551019310597,2018-06-15
1461171.0535230706,20180618,-0.0035301827502820515,2018-06-18
1449202.9738386937,20180619,-0.00819074512564455,2018-06-19
1452843.2494001184,20180620,0.0025119156026724987,2018-06-20
1440887.2710982691,20180621,-0.008229365629627172,2018-06-21
1444830.000385874,20180622,0.002736320437198181,2018-06-22
1425184.0525521263,20180625,-0.013597411341473187,2018-06-25
1428047.7225469004,20180626,0.0020093334539115215,2018-06-26
1420611.5930161462,20180627,-0.005207199600789192,2018-06-27
1420179.6789425288,20180628,-0.00030403389338840014,2018-06-28
1419650.2147402028,20180629,-0.00037281494037444407,2018-06-29
1418230.6515978382,20180702,-0.0009999386663174237,2018-07-02
1418230.6515978382,20180703,0.0,2018-07-03
1418230.6515978382,20180705,0.0,2018-07-05
1418774.3602816546,20180706,0.0003833711274001672,2018-07-06
1422807.9006765224,20180709,0.00284297525229249,2018-07-09
1426018.128230694,20180710,0.0022562621086410495,2018-07-10
1419418.6613392287,20180711,-0.004627898314065182,2018-07-11
1425521.1736859456,20180712,0.004299304012925331,2018-07-12
1425442.246385903,20180713,-5.536732915611964e-05,2018-07-13
1423614.3711411064,20180716,-0.0012823215036815716,2018-07-16
1424397.1200530268,20180717,0.0005498321229315817,2018-07-17
1428505.1466513388,20180718,0.002884045846820449,2018-07-18
1422796.562384794,20180719,-0.003996194399387809,2018-07-19
1421091.2870876042,20180720,-0.0011985376843556272,2018-07-20
1420381.0811943845,20180723,-0.0004997609229420164,2018-07-23
1431213.7402180596,20180724,0.007626586390862222,2018-07-24
1443561.051035167,20180725,0.008627160619088414,2018-07-25
1448294.162258091,20180726,0.003278774541284557,2018-07-26
1440022.2207967024,20180727,-0.005711506458392024,2018-07-27
1431330.074045679,20180730,-0.006036119877521284,2018-07-30
1430600.310578339,20180731,-0.0005098498805921059,2018-07-31
1425603.1681687846,20180801,-0.003493038812171334,2018-08-01
1424177.5960601566,20180802,-0.0009999782130528656,2018-08-02
1424177.5960601566,20180803,0.0,2018-08-03
1424177.5960601566,20180806,0.0,2018-08-06
1424177.5960601566,20180807,0.0,2018-08-07
1424177.5960601566,20180808,0.0,2018-08-08
1424177.5960601566,20180809,0.0,2018-08-09
1424177.5960601566,20180810,0.0,2018-08-10
1424177.5960601566,20180813,0.0,2018-08-13
1424177.5960601566,20180814,0.0,2018-08-14
1424177.5960601566,20180815,0.0,2018-08-15
1424177.5960601566,20180816,0.0,2018-08-16
1424177.5960601566,20180817,0.0,2018-08-17
1424177.5960601566,20180820,0.0,2018-08-20
1424177.5960601566,20180821,0.0,2018-08-21
1424177.5960601566,20180822,0.0,2018-08-22
1423501.5286731315,20180823,-0.00047470721972830976,2018-08-23
1425900.4340087825,20180824,0.0016852144429286842,2018-08-24
1431477.9453149904,20180827,0.003911571364437538,2018-08-27
1431676.2830357044,20180828,0.0001385545068040006,2018-08-28
1434707.4939115029,20180829,0.0021172459945841826,2018-08-29
1426520.320674164,20180830,-0.005706510401655374,2018-08-30
1425299.7692757682,20180831,-0.0008556144491645989,2018-08-31
1425299.7692757682,20180904,0.0,2018-09-04
1425689.5603859643,20180905,0.00027348009071404,2018-09-05
1425306.5468432282,20180906,-0.0002686514325267453,2018-09-06
1423345.220546584,20180907,-0.0013760733092736954,2018-09-07
1424747.7894859954,20180910,0.000985403203077162,2018-09-10
1427917.7455086738,20180911,0.0022249243312193467,2018-09-11
1426968.3825027943,20180912,-0.0006648583287557353,2018-09-12
1426968.3825027943,20180913,0.0,2018-09-13
1426968.3825027943,20180914,0.0,2018-09-14
1426968.3825027943,20180917,0.0,2018-09-17
1427682.570001772,20180918,0.00050049286847198,2018-09-18
1427504.3758073156,20180919,-0.00012481359526306246,2018-09-19
1429121.2938480326,20180920,0.001132688675509419,2018-09-20
1429835.9671793624,20180921,0.0005000788487348196,2018-09-21
1425141.044585461,20180924,-0.0032835393021781734,2018-09-24
1423420.8179924802,20180925,-0.001207057083589369,2018-09-25
1417599.0021011122,20180926,-0.004090017384724587,2018-09-26
1415569.5651854537,20180927,-0.0014316015408097904,2018-09-27
1414456.5201014676,20180928,-0.0007862878034117227,2018-09-28
1414456.5201014676,20181001,0.0,2018-10-01
1414456.5201014676,20181002,0.0,2018-10-02
1414456.5201014676,20181003,0.0,2018-10-03
1413513.5985868382,20181004,-0.0006666316717616194,2018-10-04
1413389.648363336,20181005,-8.768944538362078e-05,2018-10-05
1413389.648363336,20181008,0.0,2018-10-08
1413389.648363336,20181009,0.0,2018-10-09
1413389.648363336,20181010,0.0,2018-10-10
1413389.648363336,20181011,0.0,2018-10-11
1414969.8252134875,20181012,0.0011180051106085553,2018-10-12
1413269.076400651,20181015,-0.0012019682558106481,2018-10-15
1422319.2111876926,20181016,0.00640368839746408,2018-10-16
1419990.6541633103,20181017,-0.0016371550113830624,2018-10-17
1419345.4235595309,20181018,-0.00045439073974729016,2018-10-18
1419345.4235595309,20181019,0.0,2018-10-19
1419345.4235595309,20181022,0.0,2018-10-22
1419345.4235595309,20181023,0.0,2018-10-23
1419345.4235595309,20181024,0.0,2018-10-24
1419345.4235595309,20181025,0.0,2018-10-25
1419345.4235595309,20181026,0.0,2018-10-26
1419345.4235595309,20181029,0.0,2018-10-29
1419345.4235595309,20181030,0.0,2018-10-30
1419345.4235595309,20181031,0.0,2018-10-31
1419345.4235595309,20181101,0.0,2018-11-01
1419345.4235595309,20181102,0.0,2018-11-02
1419345.4235595309,20181105,0.0,2018-11-05
1419345.4235595309,20181106,0.0,2018-11-06
1419345.4235595309,20181107,0.0,2018-11-07
1419345.4235595309,20181108,0.0,2018-11-08
1419345.4235595309,20181109,0.0,2018-11-09
1419345.4235595309,20181112,0.0,2018-11-12
1419345.4235595309,20181113,0.0,2018-11-13
1419345.4235595309,20181114,0.0,2018-11-14
1419345.4235595309,20181115,0.0,2018-11-15
1419345.4235595309,20181116,0.0,2018-11-16
1419345.4235595309,20181119,0.0,2018-11-19
1419345.4235595309,20181120,0.0,2018-11-20
1419345.4235595309,20181121,0.0,2018-11-21
1419345.4235595309,20181123,0.0,2018-11-23
1419345.4235595309,20181126,0.0,2018-11-26
1419345.4235595309,20181127,0.0,2018-11-27
1419345.4235595309,20181128,0.0,2018-11-28
1419345.4235595309,20181129,0.0,2018-11-29
1419345.4235595309,20181130,0.0,2018-11-30
1419345.4235595309,20181203,0.0,2018-12-03
1419345.4235595309,20181204,0.0,2018-12-04
1419345.4235595309,20181206,0.0,2018-12-06
1419345.4235595309,20181207,0.0,2018-12-07
1419345.4235595309,20181210,0.0,2018-12-10
1419345.4235595309,20181211,0.0,2018-12-11
1419345.4235595309,20181212,0.0,2018-12-12
1419345.4235595309,20181213,0.0,2018-12-13
1419345.4235595309,20181214,0.0,2018-12-14
1419345.4235595309,20181217,0.0,2018-12-17
1419345.4235595309,20181218,0.0,2018-12-18
1419345.4235595309,20181219,0.0,2018-12-19
1419345.4235595309,20181220,0.0,2018-12-20
1419345.4235595309,20181221,0.0,2018-12-21
1419345.4235595309,20181224,0.0,2018-12-24
1425610.3308321484,20181226,0.004413941221514728,2018-12-26
1425466.2575726332,20181227,-0.00010106075720639485,2018-12-27
1425466.2575726332,20181228,0.0,2018-12-28
1425466.2575726332,20181231,0.0,2018-12-31
1425466.2575726332,20190102,0.0,2019-01-02
1425466.2575726332,20190103,0.0,2019-01-03
1425466.2575726332,20190104,0.0,2019-01-04
1426243.319416592,20190107,0.0005451281921480255,2019-01-07
1430533.679302158,20190108,0.0030081542378905812,2019-01-08
1432461.5281186874,20190109,0.0013476430820347218,2019-01-09
1436915.9118999608,20190110,0.0031096009867179752,2019-01-10
1437404.9568792845,20190111,0.0003403434921094295,2019-01-11
1433639.822280409,20190114,-0.0026193972553495426,2019-01-14
1443280.5135637422,20190115,0.006724625762695613,2019-01-15
1447738.2075293066,20190116,0.0030885845985391125,2019-01-16
1454588.8688413338,20190117,0.0047319752123682335,2019-01-17
1474308.8032864481,20190118,0.013557050289283668,2019-01-18
1454700.4760899837,20190122,-0.013300013642158715,2019-01-22
1473590.6529097115,20190123,0.012985612591879914,2019-01-23
1469818.5921816644,20190124,-0.0025597751455594953,2019-01-24
1483176.645822074,20190125,0.00908823286864413,2019-01-25
1467811.8702506188,20190128,-0.010359369947427366,2019-01-28
1470955.4836197845,20190129,0.002141700467805041,2019-01-29
1508476.3722793318,20190130,0.025507834246087713,2019-01-30
1514150.2835077946,20190131,0.00376135240347808,2019-01-31
1515349.8100571276,20190201,0.000792211025813172,2019-02-01
1530386.7743274618,20190204,0.009923097736599384,2019-02-04
1544827.1785204052,20190205,0.009435787367732207,2019-02-05
1548352.8583661485,20190206,0.002282248716727109,2019-02-06
1531524.8900398575,20190207,-0.0108683032006337,2019-02-07
1526663.6116881324,20190208,-0.003174142570806393,2019-02-08
1522030.2753300914,20190211,-0.0030349425522219198,2019-02-11
1544343.348536187,20190212,0.014660071857806267,2019-02-12
1547520.8223867712,20190213,0.002057491848296511,2019-02-13
1546253.5035970625,20190214,-0.00081893488693352,2019-02-14
1568528.6666387904,20190215,0.014405893335024844,2019-02-15
1571319.1168169498,20190219,0.0017790240226460696,2019-02-19
1576717.9279431673,20190220,0.0034358463971049247,2019-02-20
1567522.122289915,20190221,-0.005832245254703272,2019-02-21
1580694.051748331,20190222,0.008403026197278507,2019-02-22
1585616.2690843898,20190225,0.0031139595487277294,2019-02-25
1580699.0078685791,20190226,-0.0031011672317478034,2019-02-26
1577261.6963677148,20190227,-0.0021745515646898195,2019-02-27
1567434.2570380785,20190228,-0.006230696752649201,2019-02-28
1575942.633604405,20190301,0.005428219096349496,2019-03-01
1566022.3878043771,20190304,-0.006294801338890599,2019-03-04
1566441.8919845703,20190305,0.00026787878861767034,2019-03-05
1554447.1477535898,20190306,-0.0076573183418786606,2019-03-06
1541929.745960493,20190307,-0.008052639043525045,2019-03-07
1541126.6748635168,20190308,-0.0005208221055986728,2019-03-08
1556087.3202339532,20190311,0.009707602635429913,2019-03-11
1548408.2613911962,20190312,-0.004934850855029427,2019-03-12
1562292.9551835589,20190313,0.008967075504936695,2019-03-13
1565140.2889809248,20190314,0.0018225351320433347,2019-03-14
1576397.1524561818,20190315,0.0071922392864773865,2019-03-15
1581841.1482662982,20190318,0.0034534417939249273,2019-03-18
1579798.5779326663,20190319,-0.0012912613481262936,2019-03-19
1573885.3270098346,20190320,-0.00374304104677059,2019-03-20
1594144.5145779522,20190321,0.012872086180895526,2019-03-21
1563461.5551783852,20190322,-0.019247288510534033,2019-03-22
1561965.349085612,20190325,-0.0009569829765353477,2019-03-25
1560098.9610905212,20190326,-0.00119489718269572,2019-03-26
1561799.1783841697,20190327,0.0010898137464689928,2019-03-27
1564576.4051006406,20190328,0.00177822267735106,2019-03-28
1579899.013443838,20190329,0.009793454824733816,2019-03-29
1598703.3586069618,20190401,0.011902245018897917,2019-04-01
1602899.9161053004,20190402,0.002624975719069722,2019-04-02
1601297.0480179384,20190403,-0.0009999801430251587,2019-04-03
1601297.0480179384,20190404,0.0,2019-04-04
1601297.0480179384,20190405,0.0,2019-04-05
1599267.3044151529,20190408,-0.001267562196094696,2019-04-08
1599086.329246942,20190409,-0.00011316130062266616,2019-04-09
1599086.329246942,20190410,0.0,2019-04-10
1599086.329246942,20190411,0.0,2019-04-11
1599086.329246942,20190412,0.0,2019-04-12
1599086.329246942,20190415,0.0,2019-04-15
1599086.329246942,20190416,0.0,2019-04-16
1599086.329246942,20190417,0.0,2019-04-17
1599086.329246942,20190418,0.0,2019-04-18
1599086.329246942,20190422,0.0,2019-04-22
1599086.329246942,20190423,0.0,2019-04-23
1599086.329246942,20190424,0.0,2019-04-24
1599086.329246942,20190425,0.0,2019-04-25
1599086.329246942,20190426,0.0,2019-04-26
1599086.329246942,20190429,0.0,2019-04-29
1599086.329246942,20190430,0.0,2019-04-30
1599086.329246942,20190501,0.0,2019-05-01
1599086.329246942,20190502,0.0,2019-05-02
1599086.329246942,20190503,0.0,2019-05-03
1599086.329246942,20190506,0.0,2019-05-06
1599086.329246942,20190507,0.0,2019-05-07
1599086.329246942,20190508,0.0,2019-05-08
1599086.329246942,20190509,0.0,2019-05-09
1599086.329246942,20190510,0.0,2019-05-10
1599086.329246942,20190513,0.0,2019-05-13
1599086.329246942,20190514,0.0,2019-05-14
1599086.329246942,20190515,0.0,2019-05-15
1599086.329246942,20190516,0.0,2019-05-16
1599086.329246942,20190517,0.0,2019-05-17
1599086.329246942,20190520,0.0,2019-05-20
1599086.329246942,20190521,0.0,2019-05-21
1599086.329246942,20190522,0.0,2019-05-22
1599086.329246942,20190523,0.0,2019-05-23
1599086.329246942,20190524,0.0,2019-05-24
1599086.329246942,20190528,0.0,2019-05-28
1599086.329246942,20190529,0.0,2019-05-29
1599086.329246942,20190530,0.0,2019-05-30
1599086.329246942,20190531,0.0,2019-05-31
1599086.329246942,20190603,0.0,2019-06-03
1599086.329246942,20190604,0.0,2019-06-04
1599086.329246942,20190605,0.0,2019-06-05
1599086.329246942,20190606,0.0,2019-06-06
1599086.329246942,20190607,0.0,2019-06-07
1599086.329246942,20190610,0.0,2019-06-10
1599086.329246942,20190611,0.0,2019-06-11
1599086.329246942,20190612,0.0,2019-06-12
1599086.329246942,20190613,0.0,2019-06-13
1599086.329246942,20190614,0.0,2019-06-14
1599086.329246942,20190617,0.0,2019-06-17
1599086.329246942,20190618,0.0,2019-06-18
1599086.329246942,20190619,0.0,2019-06-19
1599086.329246942,20190620,0.0,2019-06-20
1599086.329246942,20190621,0.0,2019-06-21
1599086.329246942,20190624,0.0,2019-06-24
1599086.329246942,20190625,0.0,2019-06-25
1599086.329246942,20190626,0.0,2019-06-26
1597981.4934259455,20190627,-0.0006909169322438791,2019-06-27
1598243.071208207,20190628,0.00016369262306081822,2019-06-28
1598721.1279512297,20190701,0.0002991139155457123,2019-07-01
1601032.5152813648,20190702,0.0014457726802530324,2019-07-02
1607382.271628943,20190703,0.003966038345237788,2019-07-03
1603784.1281554403,20190705,-0.0022385113591282257,2019-07-05
1603784.1281554403,20190708,0.0,2019-07-08
1600473.7266076047,20190709,-0.002064119160253286,2019-07-09
1603968.5389382525,20190710,0.0021836111849555806,2019-07-10
1609643.729363645,20190711,0.0035382180433221055,2019-07-11
1608167.3048313884,20190712,-0.0009172368427392552,2019-07-12
1608167.3048313884,20190715,0.0,2019-07-15
1608167.3048313884,20190716,0.0,2019-07-16
1608167.3048313884,20190717,0.0,2019-07-17
1607735.4870584288,20190718,-0.0002685154533749179,2019-07-18
1604940.390875069,20190719,-0.0017385298799827975,2019-07-19
1606445.6713987468,20190722,0.0009379043185877567,2019-07-22
1613833.3008820203,20190723,0.004598742188922644,2019-07-23
1611086.4185917082,20190724,-0.0017020855182569017,2019-07-24
1610077.0826770775,20190725,-0.0006264939626968724,2019-07-25
1610077.0826770775,20190726,0.0,2019-07-26
1610077.0826770775,20190729,0.0,2019-07-29
1610077.0826770775,20190730,0.0,2019-07-30
1610077.0826770775,20190731,0.0,2019-07-31
1607645.83700621,20190801,-0.001510018182996009,2019-08-01
